Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,2016,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CHEESE,"CHEESE, ITALIAN, HARD, PROVOLONE & SIMILARS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"217,264,000",
SURVEY,2016,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CHEESE,"CHEESE, ITALIAN, HARD, ROMANO & SIMILARS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"31,579,000",
SURVEY,2016,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CHEESE,"CHEESE, ITALIAN, SOFT, MOZZARELLA - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,092,135,000",
SURVEY,2016,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CHEESE,"CHEESE, ITALIAN, SOFT, MOZZARELLA - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,38,
SURVEY,2016,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CHEESE,"CHEESE, MUENSTER - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"60,232,000",
SURVEY,2016,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CHEESE,"CHEESE, MUENSTER - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,20,
SURVEY,2016,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CHEESE,"CHEESE, SWISS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"18,200,000",
SURVEY,2016,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CHEESE,"CHEESE, SWISS - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,8,
SURVEY,2015,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,CHEESE,"CHEESE - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"2,435,632,000",
SURVEY,2015,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,CHEESE,"CHEESE - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,61,
SURVEY,2015,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,CHEESE,"CHEESE, AMERICAN - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"652,773,000",
SURVEY,2015,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,CHEESE,"CHEESE, AMERICAN - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,20,
SURVEY,2015,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,CHEESE,"CHEESE, AMERICAN, CHEDDAR - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"359,292,000",
SURVEY,2015,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,CHEESE,"CHEESE, AMERICAN, CHEDDAR - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,20,
SURVEY,2015,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,CHEESE,"CHEESE, AMERICAN, COLBY & JACK & MONTEREY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"293,481,000",
SURVEY,2015,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,CHEESE,"CHEESE, AMERICAN, COLBY & JACK & MONTEREY - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,13,
SURVEY,2015,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,CHEESE,"CHEESE, HISPANIC - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"121,808,000",
SURVEY,2015,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,CHEESE,"CHEESE, HISPANIC - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,14,
SURVEY,2015,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,CHEESE,"CHEESE, ITALIAN - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,563,907,000",
SURVEY,2015,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,CHEESE,"CHEESE, ITALIAN - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,29,
SURVEY,2015,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,CHEESE,"CHEESE, ITALIAN, SOFT, MOZZARELLA - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,426,822,000",
SURVEY,2015,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,CHEESE,"CHEESE, ITALIAN, SOFT, MOZZARELLA - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,26,
SURVEY,2015,YEAR,,STATE,IDAHO,16,,,,,,,0,,CHEESE,"CHEESE - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"941,683,000",
SURVEY,2015,YEAR,,STATE,IDAHO,16,,,,,,,0,,CHEESE,"CHEESE - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,9,
SURVEY,2015,YEAR,,STATE,IDAHO,16,,,,,,,0,,CHEESE,"CHEESE, AMERICAN - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"611,114,000",
SURVEY,2015,YEAR,,STATE,IDAHO,16,,,,,,,0,,CHEESE,"CHEESE, AMERICAN - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,6,
SURVEY,2015,YEAR,,STATE,IDAHO,16,,,,,,,0,,CHEESE,"CHEESE, AMERICAN, CHEDDAR - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"480,227,000",
SURVEY,2015,YEAR,,STATE,IDAHO,16,,,,,,,0,,CHEESE,"CHEESE, AMERICAN, CHEDDAR - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,5,
SURVEY,2015,YEAR,,STATE,IDAHO,16,,,,,,,0,,CHEESE,"CHEESE, AMERICAN, COLBY & JACK & MONTEREY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"130,887,000",
SURVEY,2015,YEAR,,STATE,IDAHO,16,,,,,,,0,,CHEESE,"CHEESE, AMERICAN, COLBY & JACK & MONTEREY - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,3,
SURVEY,2015,YEAR,,STATE,IDAHO,16,,,,,,,0,,CHEESE,"CHEESE, ITALIAN - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"259,336,000",
SURVEY,2015,YEAR,,STATE,IDAHO,16,,,,,,,0,,CHEESE,"CHEESE, ITALIAN - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,3,
SURVEY,2015,YEAR,,STATE,IDAHO,16,,,,,,,0,,CHEESE,"CHEESE, ITALIAN, SOFT, MOZZARELLA - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"243,160,000",
SURVEY,2015,YEAR,,STATE,IDAHO,16,,,,,,,0,,CHEESE,"CHEESE, ITALIAN, SOFT, MOZZARELLA - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,3,
SURVEY,2015,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,CHEESE,"CHEESE - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"77,773,000",
SURVEY,2015,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,CHEESE,"CHEESE - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,11,
SURVEY,2015,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,CHEESE,"CHEESE, COTTAGE, CREAMED, FAT CONTENT GE 4 PCT - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"35,663,000",
SURVEY,2015,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,CHEESE,"CHEESE, COTTAGE, CREAMED, FAT CONTENT GE 4 PCT - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,4,
SURVEY,2015,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,CHEESE,"CHEESE, COTTAGE, CURD - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"38,530,000",
SURVEY,2015,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,CHEESE,"CHEESE, COTTAGE, CURD - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,4,
SURVEY,2015,YEAR,,STATE,IOWA,19,,,,,,,0,,CHEESE,"CHEESE - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"244,487,000",
SURVEY,2015,YEAR,,STATE,IOWA,19,,,,,,,0,,CHEESE,"CHEESE - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,9,
SURVEY,2015,YEAR,,STATE,IOWA,19,,,,,,,0,,CHEESE,"CHEESE, AMERICAN - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"141,959,000",
SURVEY,2015,YEAR,,STATE,IOWA,19,,,,,,,0,,CHEESE,"CHEESE, AMERICAN - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,6,
SURVEY,2015,YEAR,,STATE,IOWA,19,,,,,,,0,,CHEESE,"CHEESE, AMERICAN, CHEDDAR - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"90,580,000",
SURVEY,2015,YEAR,,STATE,IOWA,19,,,,,,,0,,CHEESE,"CHEESE, AMERICAN, CHEDDAR - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,6,
SURVEY,2015,YEAR,,STATE,MINNESOTA,27,,,,,,,0,,CHEESE,"CHEESE - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"679,467,000",
SURVEY,2015,YEAR,,STATE,MINNESOTA,27,,,,,,,0,,CHEESE,"CHEESE - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,10,
SURVEY,2015,YEAR,,STATE,MINNESOTA,27,,,,,,,0,,CHEESE,"CHEESE, AMERICAN, CHEDDAR - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"531,742,000",
SURVEY,2015,YEAR,,STATE,MINNESOTA,27,,,,,,,0,,CHEESE,"CHEESE, AMERICAN, CHEDDAR - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,7,
SURVEY,2015,YEAR,,STATE,NEW JERSEY,34,,,,,,,0,,CHEESE,"CHEESE - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"58,778,000",
SURVEY,2015,YEAR,,STATE,NEW JERSEY,34,,,,,,,0,,CHEESE,"CHEESE - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,16,
SURVEY,2015,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,CHEESE,"CHEESE - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"769,534,000",
SURVEY,2015,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,CHEESE,"CHEESE - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,4,
SURVEY,2015,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CHEESE,"CHEESE - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"801,262,000",
SURVEY,2015,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CHEESE,"CHEESE - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,60,
SURVEY,2015,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CHEESE,"CHEESE, AMERICAN - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"133,974,000",
SURVEY,2015,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CHEESE,"CHEESE, AMERICAN - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,23,
SURVEY,2015,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CHEESE,"CHEESE, COTTAGE, CREAMED, FAT CONTENT GE 4 PCT - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"82,656,000",
SURVEY,2015,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CHEESE,"CHEESE, COTTAGE, CREAMED, FAT CONTENT GE 4 PCT - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,7,
SURVEY,2015,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CHEESE,"CHEESE, COTTAGE, CURD - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"104,522,000",
SURVEY,2015,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CHEESE,"CHEESE, COTTAGE, CURD - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,6,
SURVEY,2015,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CHEESE,"CHEESE, COTTAGE, LOWFAT, FAT CONTENT LT 4 PCT - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"103,537,000",
SURVEY,2015,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CHEESE,"CHEESE, COTTAGE, LOWFAT, FAT CONTENT LT 4 PCT - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,6,
SURVEY,2015,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CHEESE,"CHEESE, ITALIAN - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"351,036,000",
SURVEY,2015,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CHEESE,"CHEESE, ITALIAN - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,21,
SURVEY,2015,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CHEESE,"CHEESE, ITALIAN, SOFT, MOZZARELLA - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"189,338,000",
SURVEY,2015,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CHEESE,"CHEESE, ITALIAN, SOFT, MOZZARELLA - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,15,
SURVEY,2015,YEAR,,STATE,OHIO,39,,,,,,,0,,CHEESE,"CHEESE - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"211,382,000",
SURVEY,2015,YEAR,,STATE,OHIO,39,,,,,,,0,,CHEESE,"CHEESE - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,19,
SURVEY,2015,YEAR,,STATE,OHIO,39,,,,,,,0,,CHEESE,"CHEESE, COTTAGE, CREAMED, FAT CONTENT GE 4 PCT - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"16,571,000",
SURVEY,2015,YEAR,,STATE,OHIO,39,,,,,,,0,,CHEESE,"CHEESE, COTTAGE, CREAMED, FAT CONTENT GE 4 PCT - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,4,
SURVEY,2015,YEAR,,STATE,OHIO,39,,,,,,,0,,CHEESE,"CHEESE, COTTAGE, CURD - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"14,522,000",
SURVEY,2015,YEAR,,STATE,OHIO,39,,,,,,,0,,CHEESE,"CHEESE, COTTAGE, CURD - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,4,
SURVEY,2015,YEAR,,STATE,OHIO,39,,,,,,,0,,CHEESE,"CHEESE, COTTAGE, LOWFAT, FAT CONTENT LT 4 PCT - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,733,000",
SURVEY,2015,YEAR,,STATE,OHIO,39,,,,,,,0,,CHEESE,"CHEESE, COTTAGE, LOWFAT, FAT CONTENT LT 4 PCT - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,4,
SURVEY,2015,YEAR,,STATE,OHIO,39,,,,,,,0,,CHEESE,"CHEESE, SWISS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"146,835,000",
SURVEY,2015,YEAR,,STATE,OHIO,39,,,,,,,0,,CHEESE,"CHEESE, SWISS - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,13,
SURVEY,2015,YEAR,,STATE,OREGON,41,,,,,,,0,,CHEESE,"CHEESE, AMERICAN - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"196,983,000",
SURVEY,2015,YEAR,,STATE,OREGON,41,,,,,,,0,,CHEESE,"CHEESE, AMERICAN - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,6,
SURVEY,2015,YEAR,,STATE,OREGON,41,,,,,,,0,,CHEESE,"CHEESE, COTTAGE, CREAMED, FAT CONTENT GE 4 PCT - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,842,000",
SURVEY,2015,YEAR,,STATE,OREGON,41,,,,,,,0,,CHEESE,"CHEESE, COTTAGE, CREAMED, FAT CONTENT GE 4 PCT - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,3,
SURVEY,2015,YEAR,,STATE,OTHER STATES,,,,,,,,0,,CHEESE,"CHEESE - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,724,162,000",
SURVEY,2015,YEAR,,STATE,OTHER STATES,,,,,,,,0,,CHEESE,"CHEESE - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,138,
SURVEY,2015,YEAR,,STATE,OTHER STATES,,,,,,,,0,,CHEESE,"CHEESE, AMERICAN - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"2,046,905,000",
SURVEY,2015,YEAR,,STATE,OTHER STATES,,,,,,,,0,,CHEESE,"CHEESE, AMERICAN - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,93,
SURVEY,2015,YEAR,,STATE,OTHER STATES,,,,,,,,0,,CHEESE,"CHEESE, AMERICAN, CHEDDAR - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,229,642,000",
SURVEY,2015,YEAR,,STATE,OTHER STATES,,,,,,,,0,,CHEESE,"CHEESE, AMERICAN, CHEDDAR - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,115,
SURVEY,2015,YEAR,,STATE,OTHER STATES,,,,,,,,0,,CHEESE,"CHEESE, AMERICAN, COLBY & JACK & MONTEREY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"580,577,000",
SURVEY,2015,YEAR,,STATE,OTHER STATES,,,,,,,,0,,CHEESE,"CHEESE, AMERICAN, COLBY & JACK & MONTEREY - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,82,
SURVEY,2015,YEAR,,STATE,OTHER STATES,,,,,,,,0,,CHEESE,"CHEESE, COTTAGE, CREAMED, FAT CONTENT GE 4 PCT - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"180,799,000",
SURVEY,2015,YEAR,,STATE,OTHER STATES,,,,,,,,0,,CHEESE,"CHEESE, COTTAGE, CREAMED, FAT CONTENT GE 4 PCT - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,37,
SURVEY,2015,YEAR,,STATE,OTHER STATES,,,,,,,,0,,CHEESE,"CHEESE, COTTAGE, CURD - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"243,060,000",
SURVEY,2015,YEAR,,STATE,OTHER STATES,,,,,,,,0,,CHEESE,"CHEESE, COTTAGE, CURD - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,41,
SURVEY,2015,YEAR,,STATE,OTHER STATES,,,,,,,,0,,CHEESE,"CHEESE, COTTAGE, LOWFAT, FAT CONTENT LT 4 PCT - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"248,734,000",
SURVEY,2015,YEAR,,STATE,OTHER STATES,,,,,,,,0,,CHEESE,"CHEESE, COTTAGE, LOWFAT, FAT CONTENT LT 4 PCT - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,44,
SURVEY,2015,YEAR,,STATE,OTHER STATES,,,,,,,,0,,CHEESE,"CHEESE, HISPANIC - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"55,286,000",
SURVEY,2015,YEAR,,STATE,OTHER STATES,,,,,,,,0,,CHEESE,"CHEESE, HISPANIC - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,35,
SURVEY,2015,YEAR,,STATE,OTHER STATES,,,,,,,,0,,CHEESE,"CHEESE, ITALIAN - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,123,770,000",
SURVEY,2015,YEAR,,STATE,OTHER STATES,,,,,,,,0,,CHEESE,"CHEESE, ITALIAN - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,78,
SURVEY,2015,YEAR,,STATE,OTHER STATES,,,,,,,,0,,CHEESE,"CHEESE, ITALIAN, HARD, PARMESAN & SIMILARS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"211,868,000",
SURVEY,2015,YEAR,,STATE,OTHER STATES,,,,,,,,0,,CHEESE,"CHEESE, ITALIAN, HARD, PROVOLONE & SIMILARS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"178,334,000",
SURVEY,2015,YEAR,,STATE,OTHER STATES,,,,,,,,0,,CHEESE,"CHEESE, ITALIAN, HARD, ROMANO & SIMILARS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"25,670,000",
SURVEY,2015,YEAR,,STATE,OTHER STATES,,,,,,,,0,,CHEESE,"CHEESE, ITALIAN, SOFT, MOZZARELLA - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"868,700,000",
SURVEY,2015,YEAR,,STATE,OTHER STATES,,,,,,,,0,,CHEESE,"CHEESE, ITALIAN, SOFT, MOZZARELLA - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,41,
SURVEY,2015,YEAR,,STATE,OTHER STATES,,,,,,,,0,,CHEESE,"CHEESE, MUENSTER - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"116,605,000",
SURVEY,2015,YEAR,,STATE,OTHER STATES,,,,,,,,0,,CHEESE,"CHEESE, MUENSTER - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,19,
SURVEY,2015,YEAR,,STATE,OTHER STATES,,,,,,,,0,,CHEESE,"CHEESE, SWISS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"138,671,000",
SURVEY,2015,YEAR,,STATE,OTHER STATES,,,,,,,,0,,CHEESE,"CHEESE, SWISS - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,26,
SURVEY,2015,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,CHEESE,"CHEESE - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"408,409,000",
SURVEY,2015,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,CHEESE,"CHEESE - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,42,
SURVEY,2015,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,CHEESE,"CHEESE, AMERICAN - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,014,000",
SURVEY,2015,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,CHEESE,"CHEESE, AMERICAN - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,24,
SURVEY,2015,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,CHEESE,"CHEESE, ITALIAN - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"246,682,000",
SURVEY,2015,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,CHEESE,"CHEESE, ITALIAN - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,20,
SURVEY,2015,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,CHEESE,"CHEESE, ITALIAN, SOFT, MOZZARELLA - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"209,780,000",
SURVEY,2015,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,CHEESE,"CHEESE, ITALIAN, SOFT, MOZZARELLA - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,12,
SURVEY,2015,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,CHEESE,"CHEESE, SWISS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,858,000",
SURVEY,2015,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,CHEESE,"CHEESE, SWISS - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,9,
SURVEY,2015,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,CHEESE,"CHEESE - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"278,343,000",
SURVEY,2015,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,CHEESE,"CHEESE - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,7,
SURVEY,2015,YEAR,,STATE,VERMONT,50,,,,,,,0,,CHEESE,"CHEESE - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"130,842,000",
SURVEY,2015,YEAR,,STATE,VERMONT,50,,,,,,,0,,CHEESE,"CHEESE - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,29,
SURVEY,2015,YEAR,,STATE,VERMONT,50,,,,,,,0,,CHEESE,"CHEESE, AMERICAN, CHEDDAR - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"88,294,000",
SURVEY,2015,YEAR,,STATE,VERMONT,50,,,,,,,0,,CHEESE,"CHEESE, AMERICAN, CHEDDAR - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,9,
SURVEY,2015,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CHEESE,"CHEESE - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"3,069,641,000",
SURVEY,2015,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CHEESE,"CHEESE - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,127,
SURVEY,2015,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CHEESE,"CHEESE, AMERICAN - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"909,749,000",
SURVEY,2015,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CHEESE,"CHEESE, AMERICAN - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,64,
SURVEY,2015,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CHEESE,"CHEESE, AMERICAN, CHEDDAR - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"613,334,000",
SURVEY,2015,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CHEESE,"CHEESE, AMERICAN, CHEDDAR - PRODUCTION, MEASURED IN PLANTS",TOTAL,NOT SPECIFIED,64,
SURVEY,2015,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CHEESE,"CHEESE, AMERICAN, COLBY & JACK & MONTEREY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"296,415,000",
